timestamp;person position;;;person rotation;;;robot position;;;robot rotation;emotions
;x;y;z;x;y;z;x;y;z;x;y;z;Angry;Sad;Happy;Disgust;Surprise;Fear;Neutral
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,75;0,4917292;-13,25;-5,565971E-15;222,1884;-2,204862E-08;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,75;0,4917292;-13,25;2,782985E-15;222,0966;8,148546E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,75;0,4917292;-13,25;3,975693E-16;222,0368;-1,245262E-08;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,75;0,4917292;-13,25;1,888454E-15;221,966;4,77701E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,75;0,4917292;-13,25;2,385416E-15;221,8996;4,769789E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,75;0,4917292;-13,25;7,653209E-15;221,8397;-2,934282E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,75;0,4917292;-13,25;6,361109E-15;221,7742;-1,065864E-08;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,75;0,4917292;-13,25;7,553818E-15;221,7287;3,269686E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,75;0,4917292;-13,25;4,969617E-15;221,6748;9,490679E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;4,770832E-15;221,6315;9,481257E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;1,351736E-14;221,5878;7,971983E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;2,98177E-16;221,5211;3,016806E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;8,348956E-15;221,4883;-3,025308E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;7,056856E-15;221,4537;3,204146E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;-1,192708E-15;221,415;-1,095626E-08;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;3,578124E-15;221,387;-7,765541E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;2,146874E-14;221,363;1,572544E-08;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;6,957463E-15;221,3343;3,175676E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;3,776909E-15;221,3109;-1,535623E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;-2,186631E-15;221,2878;1,538612E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;1,590277E-15;221,263;4,700508E-09;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;0;221,2631;9,301788E-17;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749999;0,4917292;-13,25;-6,920581E-26;220,3095;-4,157646E-24;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,749382;0,4917292;-13,25145;4,009797E-33;219,724;3,92303E-31;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:41;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,748281;0,4917292;-13,25403;-7,673973E-40;219,0844;-6,873417E-38;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:42;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,747003;0,4917292;-13,25703;0;218,5704;0;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:42;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,745026;0,4917292;-13,26166;0;217,9318;0;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:42;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,742995;0,4917292;-13,26643;0;217,4137;0;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:42;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,740368;0,4917292;-13,27259;0;216,8417;0;0; 0; 0; 0; 0; 0; 0; 
14.01.2020 14:20:42;-3,83;1,75;-27,75;1,92;26,46;-5,339083E-08;8,737043;0,4917292;-13,28038;0;216,2231;0;0; 0; 0; 0; 0; 0; 0; 
